term,sessionPeriod,sessionTimes,meetingTimes,agendaNo,billName,docUrl,selectTerm,
09,03,04,,6,本院委員江啟臣等13人臨時提案，有鑑於南北長程運輸往來的流量因應地區發展而變多，本是不可改變的趨勢，國道一號面臨部分路段幾乎每天不分時段車流壅塞，交通部必須設法將車流減壓分流才是治本之道。目前國道一號平日塞車最嚴重的區段包括北部的新竹至湖口頭份，及中部的豐原至彰化埔鹽一帶。北部區段有執政黨委員號召將五楊高架道路延伸至頭份，交通部立即回應可以列入行政院前瞻基礎建設計畫的可行性評估，但同樣迫切的中部塞車問題，卻被長期漠視，行政院對此提案置之不理，讓人不禁懷疑，難道解決民眾塞車問題的國家交通建設也分藍綠？前瞻基礎建設計畫是國家整體基礎建設的發展規劃，規劃需求應本於專業提出整體性之考量，將問題自根本解決，方名符其實。爰此，提案要求行政院於規劃前瞻基礎建設計畫時，應將國道一號目前交通壅塞嚴重情形列入考量，綜合評估五楊高架道路延伸至新竹、苗栗，及興建國道一號后里至彰化高架道路之可行性，一致性地解決國道一號於北部及中部區段長期之交通阻塞問題，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/04-1060314/0903041060314_006.pdf,0903,
09,03,04,,7,本院委員吳志揚、徐榛蔚、黃昭順、蔣萬安等11人臨時提案，有鑑於特殊教育法第18條已明定特殊教育與相關服務措施提供與設施設置，以確保身心障礙者受教之權利。惟國內高級中等學校中仍有部分並未依法設立適當之無障礙設施，據統計截至105年8月底，171所國立高級中等學校中應設置無障礙設施而未設置者尚有105所，所需設置無障礙設施計有1939項，明顯未顧及身障者之受教權，亟需進行督導並要求改善，故此建請政府相關單位，針對公私立高級中等學校進行校園無障礙設施總體檢，並限期提出改善方案，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/04-1061017/0904041061017_003.pdf,0903,
09,03,04,,8,本院委員孔文吉等11人臨時提案，鑑於民國90年起停辦原住民警察專班後，在原鄉服務之原住民警員逐漸凋零且造成斷層。近年警察特種考試，錄取率低且競爭激烈，以105年為例，警察專科學校總共錄取2280位新生，具原住民身分錄取的人數僅76人（自行考取40名，保障2%增額36名），錄取率為9.5%，原住民警專錄取人數與錄取率遠低於一般生的平均值。爰此，現行原住民員警增額2%的制度無法積極發揮培育原住民警員的功能，為使原住民青年投入警界，使其有機會能返回部落服務鄉里，建請行政院責成警政署及臺灣警察專科學校，恢復辦理「原住民警員專班」以招收原住民學子。原住民警員在部落服務，可基於其與族人共通之文化背景以拉近兩者間之關係，不僅有助於勤務之執行亦備受族人肯定，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/04-1060314/0903041060314_008.pdf,0903,
09,03,04,,9,本院委員賴士葆等16人臨時提案，查近年台灣觀光遊覽車接連傳出重大車禍意外，如去年陸客團國道火燒車事件、今年蝶戀花賞櫻團超速翻覆車禍，均引起國際相關媒體關注，也延燒到外國旅客對台灣的觀光信心。然而，社會各界興起檢討聲浪，明確指出國內對觀光遊覽車駕駛人的工時完全沒有管制，任由旅行業者安排，亦凸顯駕駛工時管理及出車前例行檢測的成效不彰，形同在高速公路上埋下不定時炸彈，不但容易造成交通意外事故，更會殃及無辜的乘客與其他駕駛人。有鑑於此，為確保觀光客安全上路、平安回家，挽救台灣觀光業形象，爰提案要求行政院及其相關單位，應統籌檢討國內觀光遊覽車安全問題，實施觀光遊覽車交通安全履歷（包括車輛及司機履歷），並定期公告在網站，俾提供消費者正確資訊，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/04-1060314/0903041060314_009.pdf,0903,
09,03,04,,10,本院委員蔣乃辛等19人臨時提案，根據法務部資料發現，近4年青少年（含18-23歲青年及12-17歲少年）詐騙嫌疑人數從102至105年分別是6742人、6826人、8440人及13634人，4年增加2.1倍；而內政部資料顯示，青少年詐騙受害人數從102至105年分別是5435人、7972人、8377人及9308人，4年增加1.7倍。上述資料中青少年的詐騙嫌疑人及受害者每年都在增加，且年齡層也持續下降，而負責輔導的官警反應是基層法治教育嚴重不足所致，他們完全不知詐騙的嚴重性及如何防止被騙，充分暴露學校法治教育的失敗與不足。為預防青、少年學生被騙，及遏止詐騙案嫌疑人年輕化之趨勢，本席要求行政院儘速提出有效防杜對策，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/04-1060314/0903041060314_010.pdf,0903,
09,03,04,,11,本院委員黃偉哲等11人臨時提案，鑒於去年中秋連假因颱風侵襲，民眾必須於家中防災，使得連假並未發揮與民休息之功能，而前一週已進行補班也令民眾更加疲憊。如若補班規定因故而造成人民困擾，實非國家之福。爰建請行政院調整彈性休假及補行上班之規定，保障民眾保留完整休息時間之權利，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/04-1060314/0903041060314_011.pdf,0903,
09,03,04,,12,本院委員盧秀燕等11人臨時提案，有鑑於塑膠軟質桌墊為學童與辦公室常用之事務文具用品，然依經濟部標檢局隨機檢測20件塑膠軟質桌墊，其中4件塑化劑含量不符標準，含量為16.4%至23.5%之間，超過國家標準0.1%限量值要求。磷苯二甲酸酯類塑化劑長期將干擾正常內分泌系統的平衡及功能；爰此，本席建請行政院儘速改善塑膠軟質桌墊之品質安全性，避免影響民眾的身體健康，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/02-1061003/0904021061003_008.pdf,0903,
09,03,04,,13,本院委員顏寬恒等20人臨時提案，有鑑於現行「入出國及移民法」第三十一條規定，外籍配偶一旦與我國國民離婚，如沒有取得在臺灣地區已設有戶籍未成年親生子女監護權，亦即，如果沒有小孩或小孩已年滿二十歲，外籍媽媽將遭廢止居留許可，而被驅逐出境。為此，不斷有無助之單親外籍媽媽遭強制離境。為營造國際友善環境，並兼顧人權，爰建議行政院相關部會儘速檢討修正，以保障外籍配偶及其小孩之人權，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/04-1060314/0903041060314_013.pdf,0903,
09,03,04,,14,本院委員羅明才等11人臨時提案，鑒於陸客來台人數減少，以及新政府大力推動新南向政策「擴大觀光客來臺」打算積極開發東南亞旅客來臺。爰此本席要求行政院即時檢討交通部觀光局暨各縣市政府觀光事業單位正在興建中或規劃中之觀光開發計畫等建設是否與觀光新南向政策契合；並要求各觀光建設主管機關因應陸客來台人數減少之事實，檢討縮減或暫緩觀光建設之規劃，以免興建更多「蚊子館」式的觀光設施，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/04-1060314/0903041060314_014.pdf,0903,
09,03,04,,15,本院委員柯志恩、陳學聖等14人臨時提案，鑑於少年矯正機構及矯正學校常有人數過多、資源不足且未能個別化因材施教等問題，且少年矯正機構及矯正學校隸屬於法務部，但教育事務受教育部督導，行政結構分立，以致部分問題無法有效解決，矯正教育是否能達成原訂「矯正少年不良習性，使其悔過自新；授予生活智能，俾能自謀生計」之目的，欠缺相關評估與研究，難以了解施行成果。爰此，建請法務部協調科技部研擬矯正教育成效之研究，並追蹤評估離院及離校青少年之動態，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/04-1060314/0903041060314_015.pdf,0903,
09,03,04,,16,本院委員林德福、江啟臣等12人臨時提案，有鑑於交通安全防護設施之目的係為降低車輛意外衝出車道或防範意外事故之發生，106年2月13日國道五號接國道三號彎道處發生遊覽車翻覆重大意外事件，造成多人傷亡，顯示車輛入彎過快，彎道即存在發生嚴重傷亡風險。本席認為「人命關天、安全無價」，高速公路與快速道路彎道應加強「碰撞緩衝設施」，降低車輛翻落護欄意外發生，爰提案要求交通部應重新檢討高速公路與快速道路彎道易生車輛翻覆之危險路段，並向立法院交通委員會進行專案報告，說明潛在危險彎道強化「碰撞緩衝設施」辦理情形，以防患於未然，維護民眾駕車、乘車旅客及其他用路人的安全，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/04-1060314/0903041060314_016.pdf,0903,
09,03,04,,17,本院委員高潞‧以用‧巴魕剌Kawlo．Iyun．Pacidal等11人臨時提案，鑒於「原住民族土地或部落範圍土地劃設辦法」中對於傳統領域之定義僅限於公有土地，有違原住民族傳統領域之概念，亦嚴重違反原住民族之主體性，有重新檢討之必要。爰建請行政院命原住民族委員會撤回前揭劃設辦法，廣納族人意見重行檢討，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/04-1060314/0903041060314_017.pdf,0903,
09,03,05,,1,本院委員吳志揚、徐榛蔚、黃昭順、蔣萬安等11人臨時提案，有鑑於特殊教育法第18條已明定特殊教育與相關服務措施提供與設施設置，以確保身心障礙者受教之權利。惟國內高級中等學校中仍有部分並未依法設立適當之無障礙設施，據統計截至105年8月底，171所國立高級中等學校中應設置無障礙設施而未設置者尚有105所，所需設置無障礙設施計有1939項，明顯未顧及身障者之受教權，亟需進行督導並要求改善，故此建請政府相關單位，針對公私立高級中等學校進行校園無障礙設施總體檢，並限期提出改善方案，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/04-1061017/0904041061017_003.pdf,0903,
09,03,05,,2,本院委員李彥秀等11人臨時提案，鑒於近日不時傳聞有外國菸商欲在台灣設廠，以及菸商以自由經濟示範區出口獎勵設置菸廠等情形，查菸害防制已屬國際之普遍共識，台灣亦已簽署「菸草控制框架公約」（FCTC），故應依照該公約之精神禁止外國菸商在台設廠或享有優惠措施，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/05-1060321/0903051060321_002.pdf,0903,
09,03,05,,3,本院委員張麗善等11人臨時提案，有鑑於農水路改善可方便大型機械進出操作，提高農民收益也能改善農村面貌，對改善農路行車安全、促進農村整體發展有顯著效益。惟蔡政府所提出的四年上兆前瞻基礎建設中，雖然被視為林全內閣今年最重要政策，計畫涵蓋軌道、綠能、水環境、數位及城鄉五大面向，卻獨漏重要的農業基礎農水路建設，爰要求行政院應盡速將農水路建設規劃納入前瞻基礎建設計畫之中，加強改善全台農水路基礎設施，以縮短城鄉差距強化農業基礎設施並確保農業永續發展，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/06-1060328/0903061060328_005.pdf,0903,
09,03,05,,4,本院委員黃偉哲等15人臨時提案，鑑於近年偽藥事件時有所聞，而偽藥對用藥民眾生命安全危害甚大，經查目前國內並無要求藥廠藥商包裝藥物時應有防偽標籤之規定，不利民眾或藥局辨識藥物真偽，爰建請衛生福利部研擬輔導國內藥廠藥商設計各自的防偽標籤，方便民眾或藥局購買藥物時辨識真偽，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/10-1060425/0903101060425_011.pdf,0903,
09,03,05,,5,本院委員曾銘宗等15人臨時提案，鑒於危險及老舊電梯衍生的危安問題日益嚴重，建請行政院全面檢討電梯檢查制度，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/05-1060321/0903051060321_005.pdf,0903,
09,03,05,,6,本院委員蔣乃辛等17人臨時提案，有鑑於政府強勢通過一例一休修法後，因為法令及配套措施不完善，造成勞、資、消費者及政府四輸，柯市長嚴厲批評：「一例一休，天怒人怨」。根據調查指出，有逾六成公司預估勞動成本增加，衝擊營運；有三成上班族表示實質薪資縮水，平均減11.3%；另外逾5成民眾反應，一例一休導致物價漲。近日更有超過半數以上的藍綠縣市首長批評，該案地方執法窒礙難行，要求重新檢討該政策與法案。為維護勞工權益，減緩物價上漲及協助未來的經濟成長，本席等要求行政院立即檢討修正，讓勞資及消費者衝擊降到最低，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/05-1060321/0903051060321_006.pdf,0903,
09,03,05,,7,本院委員賴士葆等18人臨時提案，查據國情統計通報顯示，行動寬頻業務自102年完成釋照後，國內4G用戶數截至105年11月底已突破1764萬戶，較104年底增逾6成，突顯受到行動上網的普及，各電信業者必須持續增建行動電話基地台，以容納更多的行動用戶使用及提供良好的收訊品質，惟目前架設基地臺所面臨的抗爭事件日趨複雜。再者，電信法第32條第5項，訂有中央及地方機關、國營事業管理或所有之土地、建築物提供設置無線電臺之規定，而據通傳會「推動我國公務機關開放土地建物供基地臺建置」資料顯示，自103年9月1日起至105年12月底止，公務機關僅配合釋出454處站點。有鑑於此，為推動公有建物設置基地臺政策，以消弭民眾抗爭基地臺電磁波之疑慮，爰提案要求舉凡受政府預算補助之法人團體，應於半年內釋出建物及土地，供設置行動寬頻業務基地臺，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/05-1060321/0903051060321_007.pdf,0903,
09,03,05,,8,本院委員簡東明等14人臨時提案，鑑於國道五號日前發生蝶戀花遊覽大客車翻覆，造成33人死亡悲劇，但勞動部、交通部兩單位卻對於「勞基法」、「汽車運輸管理規則」規定之「工時」定義「不同調」，造成業者自行將「手握方向盤10小時」解釋為工時，變相「使大客車駕駛延長工時合法化」，未把車輛清潔、檢查等備勤列入工時。但因「勞基法」法律位階高於行政規則「汽車運輸管理規則」因此，本席爰提案要求政府應優先落實勞基法規定，避免再度產生「血汗駕駛」問題，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/08-1060411/0903081060411_005.pdf,0903,
09,03,05,,9,本院委員盧秀燕等11人臨時提案，有鑑於塑膠軟質桌墊為學童與辦公室常用之事務文具用品，然依經濟部標檢局隨機檢測20件塑膠軟質桌墊，其中4件塑化劑含量不符標準，含量為16.4%至23.5%之間，超過國家標準0.1%限量值要求。磷苯二甲酸酯類塑化劑長期將干擾正常內分泌系統的平衡及功能；爰此，本席建請行政院儘速改善塑膠軟質桌墊之品質安全性，避免影響民眾的身體健康，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/02-1061003/0904021061003_008.pdf,0903,
09,03,05,,10,本院委員王育敏等12人臨時提案，有鑑於空氣品質不佳且日益嚴重，以105年10月為例，台中曾連續四天空污都達到紫爆等級，8個監測站達到最上限程度，均已超過台中火力發電廠協議降載標準，惟台中火力發電廠以全台用電吃緊拒絕降載，顯見我國對於改善空污之決策力及跨部會間之協調不佳。爰建請環保署會同經濟部，針對空污問題研議「季節性管制方案」，並針對加嚴管制或配合降載等措施，擬定全國一致性之標準作業流程，以解決我國空污問題，保障人民健康，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/05-1060321/0903051060321_010.pdf,0903,
09,03,05,,11,本院委員余宛如等16人臨時提案，鑑於行政院為籌措長照財源，已通過「菸酒稅法」部分條文修正草案，擬調高菸捐。此消息一出，國內菸品市場即因預期漲價心理，導致業者囤貨，市場紊亂，投機業者擬利用新舊稅制並存的「調整期間」，以舊稅菸品混充新稅菸品，賺取差額。為遏止此類行為，爰要求行政院應指示財政部，公告全國，於菸酒稅法修正後三個月內，如有適用舊稅之菸品尚未販售完畢者，應立即補繳稅額，始得販售。此外，主管機關應加強查緝，如發現尚有販售舊稅菸品卻未補繳稅額者，應強制回收違法菸品，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/05-1060321/0903051060321_011.pdf,0903,
09,03,05,,12,本院委員林為洲等13人臨時提案，鑒於我國目前已邁向低生育率社會，而為鼓勵生育，從公教人員保險條例及勞工保險條例皆有生育補助。然而全國軍公教員工待遇支給要點中，亦給予軍公教人員結婚補助，其立意係為鼓勵軍公教人員結婚，但勞工保險中僅有生育補助，尚未有結婚補助，僅有生育補助，對於鼓勵勞工生育似有本末倒置之情形，本席建請中央相關單位研擬於勞工保險條例比照公務人員得請領結婚補助，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/05-1060321/0903051060321_012.pdf,0903,
09,03,06,,1,本院委員曾銘宗等15人臨時提案，鑒於近年可轉換公司債（下稱可轉債）制度屢遭有心人士濫用，衍生諸多弊端，重創資本市場，爰建請金管會全面檢討可轉債配售等相關制度，並嚴加查辦不法情事，俾利維護金融市場秩序，確保投資人權益，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/06-1060328/0903061060328_001.pdf,0903,
09,03,06,,2,本院委員李彥秀等12人臨時提案，鑒於財政部公告欲調整關稅法第四十九條第二項之免稅限額，將進口貨品免稅門檻調降至二千元，惟查關稅法第四十九條第二項於民國105年10月修正為進口次數頻繁不適用免稅規定，而財政部業已預告訂定進口次數頻繁之認定原則草案，故若兩預告修正草案之規定均施行後，勢必造成一般民眾網路購物自用之困擾，故建請財政部考量民眾負擔與貨品自用目的之前提下，不宜調降進口貨品免稅門檻，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/06-1060328/0903061060328_002.pdf,0903,
09,03,06,,3,本院委員簡東明等14人臨時提案，鑑於國道五號日前發生蝶戀花遊覽大客車翻覆，造成33人死亡悲劇，但勞動部、交通部兩單位卻對於「勞基法」、「汽車運輸管理規則」規定之「工時」定義「不同調」，造成業者自行將「手握方向盤10小時」解釋為工時，變相「使大客車駕駛延長工時合法化」，未把車輛清潔、檢查等備勤列入工時。但因「勞基法」法律位階高於行政規則「汽車運輸管理規則」因此，本席爰提案要求政府應優先落實勞基法規定，避免再度產生「血汗駕駛」問題，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/08-1060411/0903081060411_005.pdf,0903,
09,03,06,,4,本院委員黃偉哲等15人臨時提案，鑑於近年偽藥事件時有所聞，而偽藥對用藥民眾生命安全危害甚大，經查目前國內並無要求藥廠藥商包裝藥物時應有防偽標籤之規定，不利民眾或藥局辨識藥物真偽，爰建請衛生福利部研擬輔導國內藥廠藥商設計各自的防偽標籤，方便民眾或藥局購買藥物時辨識真偽，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/10-1060425/0903101060425_011.pdf,0903,
09,03,06,,5,本院委員張麗善等11人臨時提案，有鑑於農水路改善可方便大型機械進出操作，提高農民收益也能改善農村面貌，對改善農路行車安全、促進農村整體發展有顯著效益。惟蔡政府所提出的四年上兆前瞻基礎建設中，雖然被視為林全內閣今年最重要政策，計畫涵蓋軌道、綠能、水環境、數位及城鄉五大面向，卻獨漏重要的農業基礎農水路建設，爰要求行政院應盡速將農水路建設規劃納入前瞻基礎建設計畫之中，加強改善全台農水路基礎設施，以縮短城鄉差距強化農業基礎設施並確保農業永續發展，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/06-1060328/0903061060328_005.pdf,0903,
09,03,06,,6,本院委員李昆澤等14人臨時提案，鑑於少子化時代來臨，政府應營造更友善的育兒環境，惟目前幼兒園多以私立為主，對家長而言經濟負擔沈重，且不利於經濟弱勢的幼兒入學。觀諸歐美先進國家多以公立或非營利幼兒園為主，提供平價且優質的教保服務。臺灣目前有許多閒置的公共設置及校舍空間，應優先規劃為公立及非營利幼兒園，政府也應投入更多資源在幼兒教育公共化上面，以提升整體幼兒教育的素質，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/01-1060926/0904011060926_003.pdf,0903,
09,03,06,,7,本院委員蔣乃辛等20人臨時提案，針對衛福部監測資料顯示，今年近四週腹瀉門急診統計7至12歲及13至18歲兩年齡呈現上升趨勢，而校園群聚案件也由單週14至23件增加至上週共30件，比去年同期多出約4倍。以北市為例，近4週以來，校園腹瀉通報有202人，相較去年同期58人，飆升近4倍，其中共有11校、51人出現群聚感染。為維護校園飲食及衛生安全，本席要求行政院加強校園營養午餐與飲用水檢測，及落實環境清潔之維護，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/06-1060328/0903061060328_007.pdf,0903,
09,03,06,,8,本院委員賴士葆等18人臨時提案，根據學者研究調查指出，新北市金山、萬里底下約20公里的位置有岩漿庫，並首度証實大屯火山群是座活火山，一旦爆發，台北市最大將面臨芮氏規模6以上地震，危及北部核電廠安全，讓北台灣步上龐貝城翻版！有鑑於此，加上國內核電廠安全防護強調的是抗地震、防山洪、耐海嘯之能力，未將火山的危險性列入考量標準，恐危及災變事故發生時，核電廠安全系統之防護效能。故為保障民眾身家安全，強化政府對核安全的監測暨管理能力，爰提案要求行政院及其相關單位，應於六個月內對核電廠安全標準增列「火山爆發」項目，同時針對半徑160公里內有火山的核電廠，進行火山爆發可能性的詳細調查與安全評估，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/06-1060328/0903061060328_008.pdf,0903,
09,03,06,,9,本院委員王育敏、黃昭順、馬文君等11人臨時提案，鑑於美國小兒科學會指出，氣候變遷引起各種公共威脅，包括天災、空氣品質、傳染病等，對於脆弱、低耐受之兒童族群，將造成生理及心理發育上不良影響；因此環境品質文教基金會，於聯合國氣候高峰會上呼籲各會員國為兒童設置氣候教育場館，加強兒童氣候變遷教育，降低氣候變遷對兒童之衝擊。爰建請環保署評估設置氣候變遷與兒童教育永久場館之可行性，並會同教育部加強兒童氣候變遷教育，以降低兒童受害風險，保障我國兒童生存及發展權利，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/06-1060328/0903061060328_009.pdf,0903,
09,03,06,,10,本院委員盧秀燕等11人臨時提案，有鑑於塑膠軟質桌墊為學童與辦公室常用之事務文具用品，然依經濟部標檢局隨機檢測20件塑膠軟質桌墊，其中4件塑化劑含量不符標準，含量為16.4%至23.5%之間，超過國家標準0.1%限量值要求。磷苯二甲酸酯類塑化劑長期將干擾正常內分泌系統的平衡及功能；爰此，本席建請行政院儘速改善塑膠軟質桌墊之品質安全性，避免影響民眾的身體健康，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/02-1061003/0904021061003_008.pdf,0903,
09,03,06,,11,本院委員江啟臣等19人臨時提案，有鑑於去年冬季至今氣候異常，連續幾波高、低溫讓三月正值開花結果的新社桃花該開未開，著果率不到3成，由於行政院農委會認定此為暖冬所害，非天然災害救助辦法規定天然災害類型，故無法列為天然災害救助項目，使農民血本無歸。全球暖化現象持續惡化，氣候異常頻仍，暖冬近年已成為農作物生長障礙之主因，有將之列為天然災害類型之必要。爰此，要求行政院儘速修正天然災害救助辦法，將暖冬列為天然災害，使農民若因此而受災，得依法申請現金救助，儘速恢復生產，以達農業發展條例立法之本意，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/06-1060328/0903061060328_011.pdf,0903,
09,03,06,,12,本院委員林德福等20人臨時提案，有鑑於「緊急醫療救護法」規定，政府應公告須設置自動體外心臟電擊去顫器（AED）之公共場所。目前，僅高中以上學校必須設置AED。日前有一國小學童上體育課跑步後，突感身體不適昏倒，救護人員趕到現場發現男童心跳停止，緊急施以CPR經搶救後無效，令人遺憾。本席建請行政院應將國小、國中納入應置有自動體外心臟電擊去顫器（AED）之公共場所，以把握患者突然心跳停止的黃金救援時間，立即給予AED電擊搭配施作CPR，增加搶救生命的機會，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/10-1060425/0903101060425_017.pdf,0903,
09,03,06,,13,本院委員李麗芬等15人臨時提案，為保障兒少權益，對我國境內出生之非本國籍兒少，卻未能取得國籍、戶籍或居留許可者，行政院應針對下列各類狀況建立適當之程序使其權益可獲保障。一、非本國籍兒少，生父母身分不明、行方不明者。為確保兒少權益，應建立機制，儘速由戶政主管機關、移民主管機關與勞工主管機關共同調查。未能尋獲生父母者，即應視為無依兒童，專案核予外僑居留證。二、非本國籍兒少，為非婚生子女且生母身分不明、行方不明者，應儘速進行調查。經調查未能尋獲生母者，若生父為本國籍並經確證為親子關係，得由生父認領。三、非本國籍兒少，為非婚生子女，且生父為本國人者。因未能確認生母婚姻狀況而無法由生父認領者，應由我國外交機關協助確認生母婚姻狀況。四、非本國籍兒少於戶籍登記完成前後或取得居留、定居許可前後，其社會福利服務、醫療照顧、就學權益等事項，均應依兒童及少年福利與權益保障法予以保障，請公決案。,http://misq.ly.gov.tw/MISQ/docu/201703/1060328089900800_032818281.doc,0903,
09,03,06,,14,本院委員周春米等12人臨時提案，鑑於自來水是最重要的民生基礎建設，因此行政院所擬定的「前瞻基礎建設─水環境建設」，特別納入「加強無自來水地區供水改善計畫」。然，據統計，截至105年底，屏東縣全縣供水普及率竟不到五成，縣內供水普及率在三成以下者就占了33個鄉鎮市的三分之一，甚至有無自來水使用之鄉鎮，屏東縣必須加速自來水供水建設之需求，可見一斑。爰要求行政院「加強無自來水地區供水改善計畫」應主動將屏東縣納入優先辦理地區，對於屏東縣所提計畫應優先審核，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/06-1060328/0903061060328_014.pdf,0903,
09,03,06,,15,本院委員廖國棟等11人臨時提案，鑒於農業缺工嚴重，中央政府補助地方政府成立「農事服務團」應急，但對聘用「農務人員」的設限須為失業者，實際運作結果，對改善缺工效果有限。爰此，要求行政院應召開跨部會溝通，研議農務人員應召募在地或鄰近鄉鎮的新農村勞動力，包括婦女、新住民、原住民等，只要有意願投入農業，接受基礎的農事技能訓練後，即可上工，除提供當地居民工作機會外，也才能紓解農村缺工的情形，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/07-1061107/0904071061107_001.pdf,0903,
09,03,07,,1,本院委員林德福等20人臨時提案，有鑑於「緊急醫療救護法」規定，政府應公告須設置自動體外心臟電擊去顫器（AED）之公共場所。目前，僅高中以上學校必須設置AED。日前有一國小學童上體育課跑步後，突感身體不適昏倒，救護人員趕到現場發現男童心跳停止，緊急施以CPR經搶救後無效，令人遺憾。本席建請行政院應將國小、國中納入應置有自動體外心臟電擊去顫器（AED）之公共場所，以把握患者突然心跳停止的黃金救援時間，立即給予AED電擊搭配施作CPR，增加搶救生命的機會，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/10-1060425/0903101060425_017.pdf,0903,
09,03,07,,2,本院委員張麗善等18人臨時提案，有鑑於蔡政府上台之後環保署推出新的空氣品質指標AQI，放寬紫色等級的PM2.5濃度標準，將紫色等級之認定標準從大於70微克/立方公尺提高到大於150微克/立方公尺，等於是將空汙指標上修，濃度大於150微克/立方公尺才算「非常不良」的紫色等級，惟日本和英國的PM2.5指標，其空污濃度超過70微克/立方公尺就是最糟糕的等級，台灣民眾也對空污達「紫爆」等級就必須減少出門或穿戴防護措施有所認知與警覺性，如今指標上修卻疏於宣導空污若達橘警，敏感族群就應避免外出；若達紅害，敏感族群應限制在戶內，一般民眾減少外出。爰要求行政院應責成相關單位全力宣導，避免民眾及幼童囿於過去認知身陷空污危害卻不自知，並研擬AQI指標若達紅害標準，相關火力發電電廠之降載措施，並於今年夏天啟用，以維空氣品質暨民眾健康，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/10-1060425/0903101060425_007.pdf,0903,
09,03,07,,3,本院委員吳志揚、徐榛蔚、黃昭順、蔣萬安等11人臨時提案，有鑑於特殊教育法第18條已明定特殊教育與相關服務措施提供與設施設置，以確保身心障礙者受教之權利。惟國內高級中等學校中仍有部分並未依法設立適當之無障礙設施，據統計截至105年8月底，171所國立高級中等學校中應設置無障礙設施而未設置者尚有105所，所需設置無障礙設施計有1939項，明顯未顧及身障者之受教權，亟需進行督導並要求改善，故此建請政府相關單位，針對公私立高級中等學校進行校園無障礙設施總體檢，並限期提出改善方案，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/04-1061017/0904041061017_003.pdf,0903,
