term|sessionPeriod|sessionTimes|item|selectTerm|Unnamed: 5|name|clean item|segmented_words|likelihood|party
9|2|1|六十六、本院李委員彥秀，建請行政院檢討我國戰機國造之政策。面對政府大力疾呼國防自主之願景，以及台灣在無法突破國防採購情況下，以國造代替採購，但國防政策乃是國家對外展現實力之重要一環。茲事體大，至關重要，特向行政院提出質詢。|902||李彥秀|建請行政院檢討我國戰機國造之政策。面對政府大力疾呼國防自主之願景，以及台灣在無法突破國防採購情況下，以國造代替採購，但國防政策乃是國家對外展現實力之重要一環。茲事體大，至關重要，特向行政院提出質詢。|['建請', '行政院', '檢討', '我國', '戰機', '國造', '之', '政策', '。', '面對', '政府', '大力', '疾呼', '國防', '自主', '之願景', '，', '以及', '台灣', '在', '無法', '突破', '國防', '採購', '情況', '下', '，', '以國造', '代替', '採購', '，', '但', '國防', '政策', '乃是', '國家', '對外', '展現', '實力', '之', '重要一環', '。', '茲事體大', '，', '至關重要', '，', '特', '向', '行政院', '提出', '質詢', '。']|-8.58132553100586|中國國民黨
9|2|1|六十七、本院李委員彥秀，建請行政院檢討我國推動新南向政策而特設新南向辦公室之可發揮實質效益。此為強化與全球及區域性之連結性，藉以提升對外經濟之格局及多元性，但能否提供資訊、建立溝通平台、整合資源，促進廠商跨界之合作，仍存有質疑。茲事體大，至關重要，特向行政院提出質詢。|902||李彥秀|建請行政院檢討我國推動新南向政策而特設新南向辦公室之可發揮實質效益。此為強化與全球及區域性之連結性，藉以提升對外經濟之格局及多元性，但能否提供資訊、建立溝通平台、整合資源，促進廠商跨界之合作，仍存有質疑。茲事體大，至關重要，特向行政院提出質詢。|['建請', '行政院', '檢討', '我國', '推動', '新南向政策', '而', '特設', '新南向', '辦公室', '之', '可', '發揮', '實質', '效益', '。', '此為', '強化', '與', '全球', '及', '區域性', '之', '連結', '性', '，', '藉以', '提升', '對外', '經濟', '之', '格局', '及', '多元性', '，', '但', '能否', '提供', '資訊', '、', '建立', '溝通', '平台', '、', '整合', '資源', '，', '促進', '廠商', '跨界', '之', '合作', '，', '仍', '存有', '質疑', '。', '茲事體大', '，', '至關重要', '，', '特', '向', '行政院', '提出', '質詢', '。']|-6.99362850189209|中國國民黨
9|2|1|六十八、本院李委員彥秀，建請行政院檢討我國加入RCEP之可行性。鑒於台灣是為海島型之經濟體，且區域性之經貿合作已是全球發展之趨勢，長期台灣仰賴對外之貿易，如遇出口不振，更勢必反映在經濟之成長與發展。茲事體大，至關重要，特向行政院提出質詢。|902||李彥秀|建請行政院檢討我國加入RCEP之可行性。鑒於台灣是為海島型之經濟體，且區域性之經貿合作已是全球發展之趨勢，長期台灣仰賴對外之貿易，如遇出口不振，更勢必反映在經濟之成長與發展。茲事體大，至關重要，特向行政院提出質詢。|['建請', '行政院', '檢討', '我國', '加入', 'RCEP', '之', '可行性', '。', '鑒於', '台灣', '是', '為', '海島型', '之', '經濟體', '，', '且', '區域性', '之', '經貿合作', '已', '是', '全球', '發展', '之', '趨勢', '，', '長期', '台灣', '仰賴', '對外', '之', '貿易', '，', '如遇', '出口', '不振', '，', '更', '勢必', '反映', '在', '經濟', '之', '成長', '與', '發展', '。', '茲事體大', '，', '至關重要', '，', '特', '向', '行政院', '提出', '質詢', '。']|-6.962475776672363|中國國民黨
9|2|1|六十九、本院李委員彥秀，建請行政院檢討我國婦產科醫師短缺之困境，甚恐怕會逐漸惡化。鑒於台灣今日婦產科醫師之處境是每況愈下，全台灣368個鄉鎮市區中已有超過六成找不到婦產科醫師替人接生。茲事體大，至關重要，特向行政院提出質詢。|902||李彥秀|建請行政院檢討我國婦產科醫師短缺之困境，甚恐怕會逐漸惡化。鑒於台灣今日婦產科醫師之處境是每況愈下，全台灣368個鄉鎮市區中已有超過六成找不到婦產科醫師替人接生。茲事體大，至關重要，特向行政院提出質詢。|['建請', '行政院', '檢討', '我國', '婦產科', '醫師', '短缺', '之', '困境', '，', '甚', '恐怕', '會', '逐漸', '惡化', '。', '鑒於', '台灣', '今日', '婦產科', '醫師', '之', '處境', '是', '每況愈下', '，', '全台灣', '368', '個', '鄉鎮', '市區', '中', '已有', '超過', '六成', '找', '不到', '婦產科', '醫師', '替人', '接生', '。', '茲事體大', '，', '至關重要', '，', '特', '向', '行政院', '提出', '質詢', '。']|-7.761864185333252|中國國民黨
9|2|1|七十、本院李委員彥秀，建請行政院檢討我國加入TPP之可行性。面對全球為解決新興貿易之問題，並以促進整體區域經濟發展為目標下，政府多次公開宣示，應儘速推動加入，但顯見美國內部對TPP不僅是遲疑，即便我國要加入第二輪談判仍是未知數，因尚需經全數談判國之同意始得加入談判。茲事體大，至關重要，特向行政院提出質詢。|902||李彥秀|建請行政院檢討我國加入TPP之可行性。面對全球為解決新興貿易之問題，並以促進整體區域經濟發展為目標下，政府多次公開宣示，應儘速推動加入，但顯見美國內部對TPP不僅是遲疑，即便我國要加入第二輪談判仍是未知數，因尚需經全數談判國之同意始得加入談判。茲事體大，至關重要，特向行政院提出質詢。|['建請', '行政院', '檢討', '我國', '加入', 'TPP', '之', '可行性', '。', '面對', '全球', '為', '解決', '新興', '貿易', '之', '問題', '，', '並', '以', '促進', '整體', '區域', '經濟', '發展', '為', '目標', '下', '，', '政府', '多次', '公開', '宣示', '，', '應', '儘速', '推動', '加入', '，', '但', '顯見', '美國', '內部', '對', 'TPP', '不僅', '是', '遲疑', '，', '即便', '我國', '要', '加入', '第二輪', '談判', '仍', '是', '未知數', '，', '因', '尚需', '經', '全數', '談判', '國之', '同意', '始得', '加入', '談判', '。', '茲事體大', '，', '至關重要', '，', '特', '向', '行政院', '提出', '質詢', '。']|-6.8539605140686035|中國國民黨
9|2|1|七十一、本院李委員彥秀，建請行政院檢討我國潛艦國造之計畫。面對政府呼籲國防產業能帶動經濟成長動能，但國造潛艦計畫勢必仍需外部技術支援，然台灣受限國際上之政治限制，潛艦國造之技術門檻跨越與否仍有變數。茲事體大，至關重要，特向行政院提出質詢。|902||李彥秀|建請行政院檢討我國潛艦國造之計畫。面對政府呼籲國防產業能帶動經濟成長動能，但國造潛艦計畫勢必仍需外部技術支援，然台灣受限國際上之政治限制，潛艦國造之技術門檻跨越與否仍有變數。茲事體大，至關重要，特向行政院提出質詢。|['建請', '行政院', '檢討', '我國', '潛艦', '國造', '之', '計畫', '。', '面對', '政府', '呼籲', '國防', '產業', '能', '帶動', '經濟成長', '動能', '，', '但國造', '潛艦', '計畫', '勢必', '仍', '需', '外部', '技術', '支援', '，', '然台灣', '受限', '國際', '上', '之', '政治', '限制', '，', '潛艦', '國造', '之', '技術', '門檻', '跨越', '與否', '仍', '有', '變數', '。', '茲事體大', '，', '至關重要', '，', '特', '向', '行政院', '提出', '質詢', '。']|-8.173517227172852|中國國民黨
9|2|1|七十二、本院李委員彥秀，建請行政院檢討我國教育資源分配不均之問題。根據OECD數據報告指出，提升弱勢學生之教育可望增加經濟產值，然國內目前教育資源分配儼然已成為長期之結構性問題，更造成教育貧窮之世襲化，階層不再流動，甚已導致弱勢學生無法藉教育翻轉人生。茲事體大，至關重要，特向行政院提出質詢。|902||李彥秀|建請行政院檢討我國教育資源分配不均之問題。根據OECD數據報告指出，提升弱勢學生之教育可望增加經濟產值，然國內目前教育資源分配儼然已成為長期之結構性問題，更造成教育貧窮之世襲化，階層不再流動，甚已導致弱勢學生無法藉教育翻轉人生。茲事體大，至關重要，特向行政院提出質詢。|['建請', '行政院', '檢討', '我國', '教育', '資源分配', '不均', '之', '問題', '。', '根據', 'OECD', '數據', '報告', '指出', '，', '提升', '弱勢', '學生', '之', '教育', '可望', '增加', '經濟', '產值', '，', '然', '國內', '目前', '教育', '資源分配', '儼然', '已成', '為', '長期', '之', '結構性', '問題', '，', '更', '造成', '教育', '貧窮', '之', '世襲', '化', '，', '階層', '不再', '流動', '，', '甚已', '導致', '弱勢', '學生', '無法', '藉', '教育', '翻轉', '人生', '。', '茲事體大', '，', '至關重要', '，', '特', '向', '行政院', '提出', '質詢', '。']|-6.609496116638184|中國國民黨
9|2|1|七十三、本院李委員彥秀，建請行政院檢討我國水費調漲勢必影響民生之問題。面對經濟部水利署將重啟水價調整規劃，依過去成本粗估，平均每度將上漲3成左右，每戶月增超過70元，對於民生用水將有所衝擊。茲事體大，至關重要，特向行政院提出質詢。|902||李彥秀|建請行政院檢討我國水費調漲勢必影響民生之問題。面對經濟部水利署將重啟水價調整規劃，依過去成本粗估，平均每度將上漲3成左右，每戶月增超過70元，對於民生用水將有所衝擊。茲事體大，至關重要，特向行政院提出質詢。|['建請', '行政院', '檢討', '我國', '水費', '調漲', '勢必', '影響', '民生', '之', '問題', '。', '面對', '經濟部', '水利', '署將', '重啟', '水價', '調整', '規劃', '，', '依', '過去', '成本', '粗估', '，', '平均', '每度將', '上漲', '3', '成', '左右', '，', '每戶', '月', '增', '超過', '70', '元', '，', '對於', '民生', '用水', '將', '有所', '衝擊', '。', '茲事體大', '，', '至關重要', '，', '特', '向', '行政院', '提出', '質詢', '。']|-7.412093639373779|中國國民黨
9|2|1|七十四、本院李委員彥秀，建請行政院檢討我國生育率低，面臨少子化危機。面對台灣目前生育率已低於1%，已是全球墊底之國家，然台灣改善育兒環境無果，致使國人無法安心生育，以致我國生育率低迷原因之一。茲事體大，至關重要，特向行政院提出質詢。|902||李彥秀|建請行政院檢討我國生育率低，面臨少子化危機。面對台灣目前生育率已低於1%，已是全球墊底之國家，然台灣改善育兒環境無果，致使國人無法安心生育，以致我國生育率低迷原因之一。茲事體大，至關重要，特向行政院提出質詢。|['建請', '行政院', '檢討', '我國', '生育率', '低', '，', '面臨', '少子', '化', '危機', '。', '面對', '台灣', '目前', '生育率', '已', '低於', '1%', '，', '已', '是', '全球', '墊底', '之', '國家', '，', '然台灣', '改善', '育兒', '環境', '無果', '，', '致使', '國人', '無法', '安心', '生育', '，', '以致', '我國', '生育率', '低迷', '原因', '之一', '。', '茲事體大', '，', '至關重要', '，', '特', '向', '行政院', '提出', '質詢', '。']|-6.680045127868652|中國國民黨
9|2|1|七十五、本院李委員彥秀，建請行政院檢討我國將恢復加拿大牛肉之進口。鑒於加拿大於2015年2月發現一例狂牛症之案例，然我國隨即暫停進口加拿大輸入之牛肉相關產品，同時也不受理輸入食品查驗之登記，但在相關疑慮未釐清之下，台灣將在7月恢復對加拿大牛肉之進口，甚將衝擊國人健康等因素問題。茲事體大，至關重要，特向行政院提出質詢。|902||李彥秀|建請行政院檢討我國將恢復加拿大牛肉之進口。鑒於加拿大於2015年2月發現一例狂牛症之案例，然我國隨即暫停進口加拿大輸入之牛肉相關產品，同時也不受理輸入食品查驗之登記，但在相關疑慮未釐清之下，台灣將在7月恢復對加拿大牛肉之進口，甚將衝擊國人健康等因素問題。茲事體大，至關重要，特向行政院提出質詢。|['建請', '行政院', '檢討', '我國', '將', '恢復', '加拿大', '牛肉', '之', '進口', '。', '鑒於', '加拿大', '於', '2015', '年', '2', '月', '發現', '一例', '狂牛症', '之', '案例', '，', '然', '我國', '隨即', '暫停', '進口', '加拿大', '輸入', '之', '牛肉', '相關', '產品', '，', '同時', '也', '不', '受理', '輸入', '食品', '查驗', '之', '登記', '，', '但', '在', '相關', '疑慮', '未', '釐清', '之下', '，', '台灣將', '在', '7', '月', '恢復', '對', '加拿大', '牛肉', '之', '進口', '，', '甚將', '衝擊', '國人', '健康', '等', '因素', '問題', '。', '茲事體大', '，', '至關重要', '，', '特', '向', '行政院', '提出', '質詢', '。']|-6.477804660797119|中國國民黨
9|2|1|七十六、本院李委員彥秀，建請行政院檢討我國亞洲矽谷產業之計畫。鑒於近年來台灣經濟面臨低迷之情況，造成產業出走、產業轉型緩步等瓶頸，是故，亞洲矽谷產業計畫勢必是一幅攸關台灣未來產業發展之重要藍圖，但此計畫卻令產業界充滿質疑與爭議，甚可能是一項拖累產業之前景。茲事體大，至關重要，特向行政院提出質詢。|902||李彥秀|建請行政院檢討我國亞洲矽谷產業之計畫。鑒於近年來台灣經濟面臨低迷之情況，造成產業出走、產業轉型緩步等瓶頸，是故，亞洲矽谷產業計畫勢必是一幅攸關台灣未來產業發展之重要藍圖，但此計畫卻令產業界充滿質疑與爭議，甚可能是一項拖累產業之前景。茲事體大，至關重要，特向行政院提出質詢。|['建請', '行政院', '檢討', '我國', '亞洲矽谷', '產業', '之計畫', '。', '鑒於', '近年來', '台灣', '經濟', '面臨', '低迷', '之', '情況', '，', '造成', '產業', '出走', '、', '產業', '轉型', '緩步', '等', '瓶頸', '，', '是', '故', '，', '亞洲矽谷', '產業', '計畫', '勢必', '是', '一幅', '攸關', '台灣', '未來', '產業', '發展', '之', '重要', '藍圖', '，', '但此', '計畫', '卻', '令', '產業界', '充滿', '質疑', '與', '爭議', '，', '甚', '可能', '是', '一項', '拖累', '產業', '之', '前景', '。', '茲事體大', '，', '至關重要', '，', '特', '向', '行政院', '提出', '質詢', '。']|-7.049099445343018|中國國民黨
9|2|1|七十七、本院李委員彥秀，建請行政院檢討我國面臨南海仲裁案之後續影響評估與作為。鑒於荷蘭海牙仲裁法院於12日就菲律賓所提請之南海仲裁案作出裁決，此案不僅衝擊中國大陸與東南亞各國間關係，更將牽動中美與兩岸之關係。茲事體大，至關重要，特向行政院提出質詢。|902||李彥秀|建請行政院檢討我國面臨南海仲裁案之後續影響評估與作為。鑒於荷蘭海牙仲裁法院於12日就菲律賓所提請之南海仲裁案作出裁決，此案不僅衝擊中國大陸與東南亞各國間關係，更將牽動中美與兩岸之關係。茲事體大，至關重要，特向行政院提出質詢。|['建請', '行政院', '檢討', '我國', '面臨', '南海', '仲裁', '案', '之', '後續', '影響', '評估', '與', '作為', '。', '鑒於', '荷蘭', '海牙', '仲裁法院', '於', '12', '日', '就', '菲律賓', '所', '提請', '之', '南海', '仲裁', '案', '作出', '裁決', '，', '此案', '不僅', '衝擊', '中國大陸', '與', '東南亞', '各國', '間', '關係', '，', '更將', '牽動', '中美', '與', '兩岸', '之', '關係', '。', '茲事體大', '，', '至關重要', '，', '特', '向', '行政院', '提出', '質詢', '。']|-8.1756591796875|中國國民黨
9|2|1|七十八、本院李委員彥秀，建請行政院檢討我國新制身心障礙鑑定之政策，其中必須每五年重新再評估鑑定。從101年始，身心障礙之朋友要因應新制身心障礙鑑定上路，必須每五年重新再評估鑑定，而未來不再有永久效期之身心障礙證明，且到108年之前必須全數換證完畢（包含103年才制定之不可回復身障者類別）。茲事體大，至關重要，特向行政院提出質詢。 質155|902||李彥秀|建請行政院檢討我國新制身心障礙鑑定之政策，其中必須每五年重新再評估鑑定。從101年始，身心障礙之朋友要因應新制身心障礙鑑定上路，必須每五年重新再評估鑑定，而未來不再有永久效期之身心障礙證明，且到108年之前必須全數換證完畢（包含103年才制定之不可回復身障者類別）。茲事體大，至關重要，特向行政院提出質詢。 質155|['建請', '行政院', '檢討', '我國', '新制', '身心', '障礙', '鑑定', '之', '政策', '，', '其中', '必須', '每', '五年', '重新', '再', '評估', '鑑定', '。', '從', '101', '年始', '，', '身心', '障礙', '之', '朋友', '要', '因應', '新制', '身心', '障礙', '鑑定', '上路', '，', '必須', '每', '五年', '重新', '再', '評估', '鑑定', '，', '而', '未來', '不再', '有', '永久', '效期', '之', '身心', '障礙', '證明', '，', '且', '到', '108', '年', '之前', '必須', '全數', '換證', '完畢', '（', '包含', '103', '年', '才', '制定', '之', '不可', '回', '復', '身障者', '類別', '）', '。', '茲事體大', '，', '至關重要', '，', '特', '向', '行政院', '提出', '質詢', '。', ' ', '質', '155']|-7.104159355163574|中國國民黨
9|2|1|七十九、本院李委員彥秀，建請行政院檢討我國溫室氣體排放量之計畫。2015年立法院通過溫室氣體減量及管理法，其目標遠高於「國家自主預期貢獻」，當中承諾到2050年，其溫室氣體排放量要比2005年減少約50%。換句話說，2050年台灣在排放量不能超過1億3400萬噸。但台灣目前年排放量為2億8900萬噸，且依據對能源需求不斷增加下，預估台灣2030年之排放量將達4億2800萬噸。茲事體大，至關重要，特向行政院提出質詢。|902||李彥秀|建請行政院檢討我國溫室氣體排放量之計畫。2015年立法院通過溫室氣體減量及管理法，其目標遠高於「國家自主預期貢獻」，當中承諾到2050年，其溫室氣體排放量要比2005年減少約50%。換句話說，2050年台灣在排放量不能超過1億3400萬噸。但台灣目前年排放量為2億8900萬噸，且依據對能源需求不斷增加下，預估台灣2030年之排放量將達4億2800萬噸。茲事體大，至關重要，特向行政院提出質詢。|['建請', '行政院', '檢討', '我國', '溫室', '氣體', '排放量', '之計畫', '。', '2015', '年', '立法院', '通過', '溫室', '氣體', '減量', '及', '管理法', '，', '其', '目標', '遠高於', '「', '國家', '自主', '預期', '貢獻', '」', '，', '當中', '承諾', '到', '2050', '年', '，', '其', '溫室', '氣體', '排放量', '要', '比', '2005', '年', '減少', '約', '50%', '。', '換句話說', '，', '2050', '年', '台灣', '在', '排放量', '不能', '超過', '1', '億', '3400', '萬噸', '。', '但', '台灣', '目前', '年', '排放量', '為', '2', '億', '8900', '萬噸', '，', '且', '依據', '對', '能源需求', '不斷', '增加', '下', '，', '預估', '台灣', '2030', '年', '之', '排放量', '將達', '4', '億', '2800', '萬噸', '。', '茲事體大', '，', '至關重要', '，', '特', '向', '行政院', '提出', '質詢', '。']|-7.033028602600098|中國國民黨
9|2|1|八十、本院李委員彥秀，建請行政院檢討我國邁向高齡化之社會，建構有利高齡者健康、安全及終身學習之友善環境。鑒於我國人口老化速度高於歐美國家，且加上台灣社會發展之背景下，社區式的照護能避免失能率提高，延緩失能，勢必要強化在地安養。茲事體大，至關重要，特向行政院提出質詢。|902||李彥秀|建請行政院檢討我國邁向高齡化之社會，建構有利高齡者健康、安全及終身學習之友善環境。鑒於我國人口老化速度高於歐美國家，且加上台灣社會發展之背景下，社區式的照護能避免失能率提高，延緩失能，勢必要強化在地安養。茲事體大，至關重要，特向行政院提出質詢。|['建請', '行政院', '檢討', '我國', '邁向', '高齡化', '之', '社會', '，', '建構', '有利', '高齡', '者', '健康', '、', '安全', '及', '終身', '學習', '之', '友善', '環境', '。', '鑒於', '我國', '人口老化', '速度', '高於', '歐美國家', '，', '且', '加上', '台灣', '社會', '發展', '之', '背景', '下', '，', '社區', '式', '的', '照護', '能', '避免', '失能率', '提高', '，', '延緩', '失能', '，', '勢必', '要', '強化', '在', '地', '安養', '。', '茲事體大', '，', '至關重要', '，', '特', '向', '行政院', '提出', '質詢', '。']|-6.325951099395752|中國國民黨
9|2|1|八十一、本院李委員彥秀，建請行政院檢討我國政府各部會開發各式APP之效益。鑒於政府投入近2.5億之經費，總共開發出超過265個APP，當中有APP下載次數更不及50次，反映效益之低。茲事體大，至關重要，特向行政院提出質詢。|902||李彥秀|建請行政院檢討我國政府各部會開發各式APP之效益。鑒於政府投入近2.5億之經費，總共開發出超過265個APP，當中有APP下載次數更不及50次，反映效益之低。茲事體大，至關重要，特向行政院提出質詢。|['建請', '行政院', '檢討', '我國', '政府', '各部', '會', '開發', '各式', 'APP', '之', '效益', '。', '鑒於', '政府', '投入', '近', '2.5', '億之', '經費', '，', '總共', '開發', '出', '超過', '265', '個', 'APP', '，', '當中', '有', 'APP', '下載', '次數', '更', '不及', '50', '次', '，', '反映', '效益', '之低', '。', '茲事體大', '，', '至關重要', '，', '特', '向', '行政院', '提出', '質詢', '。']|-6.672179222106934|中國國民黨
9|2|1|八十二、本院李委員彥秀，建請行政院檢討我國護病比高於國際之先進國家，此不僅將影響護理人員之工作權益，更是影響民眾生命、健康甚深。目前基層護理人員所面臨之困境是政府必須正視之問題，勢必從制度上給予護理人員更多支持與保障，以建構完善之醫療體系。茲事體大，至關重要，特向行政院提出質詢。|902||李彥秀|建請行政院檢討我國護病比高於國際之先進國家，此不僅將影響護理人員之工作權益，更是影響民眾生命、健康甚深。目前基層護理人員所面臨之困境是政府必須正視之問題，勢必從制度上給予護理人員更多支持與保障，以建構完善之醫療體系。茲事體大，至關重要，特向行政院提出質詢。|['建請', '行政院', '檢討', '我國', '護病', '比', '高於', '國際', '之', '先進', '國家', '，', '此', '不僅', '將', '影響', '護理人員', '之', '工作', '權益', '，', '更是', '影響', '民眾', '生命', '、', '健康', '甚深', '。', '目前', '基層', '護理人員', '所', '面臨', '之', '困境', '是', '政府', '必須', '正視', '之', '問題', '，', '勢必', '從', '制度', '上', '給予', '護理人員', '更', '多', '支持', '與', '保障', '，', '以', '建構', '完善', '之', '醫療', '體系', '。', '茲事體大', '，', '至關重要', '，', '特', '向', '行政院', '提出', '質詢', '。']|-5.788858413696289|中國國民黨
9|2|1|八十三、本院李委員彥秀，建請行政院檢討我國護理人員勞動條件與環境過於嚴苛，甚每況愈下，以致護理專業人才不斷流失。根據衛福部2015年之調查，各層級醫院護理人員離職率偏高，其中2010年一項針對護理人員之民調顯示，未來三年留任護理職場不到五成。茲事體大，至關重要，特向行政院提出質詢。|902||李彥秀|建請行政院檢討我國護理人員勞動條件與環境過於嚴苛，甚每況愈下，以致護理專業人才不斷流失。根據衛福部2015年之調查，各層級醫院護理人員離職率偏高，其中2010年一項針對護理人員之民調顯示，未來三年留任護理職場不到五成。茲事體大，至關重要，特向行政院提出質詢。|['建請', '行政院', '檢討', '我國', '護理人員', '勞動', '條件', '與', '環境', '過於', '嚴苛', '，', '甚', '每況愈下', '，', '以致', '護理', '專業人才', '不斷', '流失', '。', '根據', '衛福部', '2015', '年', '之', '調查', '，', '各', '層級', '醫院', '護理人員', '離職', '率', '偏高', '，', '其中', '2010', '年', '一項', '針對', '護理人員', '之', '民調', '顯示', '，', '未來', '三年', '留任', '護理', '職場', '不到', '五成', '。', '茲事體大', '，', '至關重要', '，', '特', '向', '行政院', '提出', '質詢', '。']|-7.658885955810547|中國國民黨
9|2|1|八十四、本院張廖委員萬堅，有鑒於往年公務人員考試錄取人員訓練期間為公教保險，自103至104年改為一般保險，而105年又改為公教保險，礙於法令無法溯及既往遂影響了103至104年錄取的35987名公務人員，造成四個月訓練期間無法累計年資，且剝奪公保之休假權益，故針對因政策反覆造成考試錄取人員改納一般保險之人員，提出具體補救措施，進而保障新進基層公務人員之權益，特向行政院提出質詢。|902||張廖萬堅|有鑒於往年公務人員考試錄取人員訓練期間為公教保險，自103至104年改為一般保險，而105年又改為公教保險，礙於法令無法溯及既往遂影響了103至104年錄取的35987名公務人員，造成四個月訓練期間無法累計年資，且剝奪公保之休假權益，故針對因政策反覆造成考試錄取人員改納一般保險之人員，提出具體補救措施，進而保障新進基層公務人員之權益，特向行政院提出質詢。|['有鑒於', '往年', '公務人員', '考試', '錄取', '人員', '訓練', '期間', '為', '公教', '保險', '，', '自', '103', '至', '104', '年', '改為', '一般', '保險', '，', '而', '105', '年', '又', '改為', '公教', '保險', '，', '礙於', '法令', '無法', '溯', '及', '既往', '遂', '影響', '了', '103', '至', '104', '年', '錄取', '的', '35987', '名', '公務人員', '，', '造成', '四個', '月', '訓練', '期間', '無法', '累計', '年資', '，', '且', '剝奪', '公保', '之', '休假', '權益', '，', '故', '針對', '因', '政策', '反覆', '造成', '考試', '錄取', '人員', '改納', '一般', '保險', '之', '人員', '，', '提出', '具體', '補救措施', '，', '進而', '保障', '新進', '基層', '公務人員', '之', '權益', '，', '特', '向', '行政院', '提出', '質詢', '。']|-6.718276023864746|民主進步黨
9|2|1|八十五、本院吳委員秉叡，針對汽車燃料使用費採用「隨車徵收」方式提出質詢。目前我國採用「隨車徵收」方式和世界上各主要國家普遍採行之「隨油徵收」方式並不相同。所謂汽車燃料使用費「隨車徵收」，係按車輛種類及使用燃料別（汽、柴油）及汽缸總排氣量來劃分等級，由各公路監理機關分別隨車代徵。換言之，同一汽缸排放量的車主無論行駛之里程數多寡，皆付相同費額，對於車主而言，買了車，不管是否常常開車上路，每年都必須繳納相同額度的汽車燃料使用費。回頭觀察課徵汽車燃料使用費的目地係為公路養修經費，不常上路的車主每年和常開車車主繳納相同額度汽燃費並不合理，無法反映出使用者付費的精神，為此特向行政院提出質詢。|902||吳秉叡|針對汽車燃料使用費採用「隨車徵收」方式提出質詢。目前我國採用「隨車徵收」方式和世界上各主要國家普遍採行之「隨油徵收」方式並不相同。所謂汽車燃料使用費「隨車徵收」，係按車輛種類及使用燃料別（汽、柴油）及汽缸總排氣量來劃分等級，由各公路監理機關分別隨車代徵。換言之，同一汽缸排放量的車主無論行駛之里程數多寡，皆付相同費額，對於車主而言，買了車，不管是否常常開車上路，每年都必須繳納相同額度的汽車燃料使用費。回頭觀察課徵汽車燃料使用費的目地係為公路養修經費，不常上路的車主每年和常開車車主繳納相同額度汽燃費並不合理，無法反映出使用者付費的精神，為此特向行政院提出質詢。|['針對', '汽車', '燃料', '使用費', '採用', '「', '隨車', '徵收', '」', '方式', '提出', '質詢', '。', '目前', '我國', '採用', '「', '隨車', '徵收', '」', '方式', '和', '世界', '上', '各', '主要', '國家', '普遍', '採行', '之', '「', '隨油', '徵收', '」', '方式', '並不相同', '。', '所謂', '汽車', '燃料', '使用費', '「', '隨車', '徵收', '」', '，', '係', '按', '車輛', '種類', '及', '使用', '燃料', '別', '（', '汽', '、', '柴油', '）', '及', '汽缸', '總', '排氣量', '來', '劃分', '等級', '，', '由', '各', '公路', '監理', '機關', '分別', '隨車', '代徵', '。', '換言之', '，', '同一', '汽缸', '排放量', '的', '車主', '無論', '行駛', '之', '里程', '數多', '寡', '，', '皆', '付', '相同', '費額', '，', '對於', '車主', '而言', '，', '買', '了車', '，', '不管', '是否', '常常', '開車', '上路', '，', '每年', '都', '必須', '繳納', '相同', '額度', '的', '汽車', '燃料', '使用費', '。', '回頭', '觀察', '課徵', '汽車', '燃料', '使用費', '的', '目地', '係', '為', '公路', '養修', '經費', '，', '不', '常', '上路', '的', '車主', '每年', '和', '常', '開車', '車主', '繳納', '相同', '額度', '汽燃費並', '不合理', '，', '無法', '反映', '出', '使用者', '付費', '的', '精神', '，', '為此', '特向', '行政院', '提出', '質詢', '。']|-7.997592926025391|民主進步黨
9|2|1|八十六、本院吳委員秉叡，針對五股楊梅高架道路之高乘專用車道現況提出質詢。國道一號五股楊梅高架道路設置高乘載專用車道後，原先預期將發生減少車流、加快速度之效果，惟實施後不如預期，經常發生車輛無法提高速度、道路無法減少車流之狀況，主管機關應儘速檢討並加以改進，為此特向行政院提出質詢。|902||吳秉叡|針對五股楊梅高架道路之高乘專用車道現況提出質詢。國道一號五股楊梅高架道路設置高乘載專用車道後，原先預期將發生減少車流、加快速度之效果，惟實施後不如預期，經常發生車輛無法提高速度、道路無法減少車流之狀況，主管機關應儘速檢討並加以改進，為此特向行政院提出質詢。|['針對', '五股', '楊梅', '高架道路', '之高', '乘', '專用車', '道', '現況', '提出', '質詢', '。', '國道', '一號', '五股', '楊梅', '高架道路', '設置', '高乘載', '專用車', '道', '後', '，', '原先', '預期', '將', '發生', '減少', '車流', '、', '加快速度', '之', '效果', '，', '惟', '實施', '後', '不如', '預期', '，', '經常', '發生', '車輛', '無法', '提高', '速度', '、', '道路', '無法', '減少', '車流', '之', '狀況', '，', '主管機關', '應', '儘速', '檢討', '並', '加以改進', '，', '為此', '特向', '行政院', '提出', '質詢', '。']|-8.245927810668945|民主進步黨
